ID_Number,mpg,cylinders,displacement,horsepower,weight,acceleration,name
117, 0.701660,-0.858191,-1.204174,-1.439952,-1.302805, 1.436115,fiat 128
118, 0.061941,-0.858191,-0.743733,-0.761175,-0.959173,-0.020268,opel manta
119,-0.449833,-0.858191,-0.762918,-0.343466,-0.458486,-0.566412,audi 100ls
120,-0.577777,-0.858191,-0.695771, 0.204777,-0.120758,-0.020268,volvo 144ea
121,-1.089551, 1.495535, 1.193953, 1.196836, 0.506283,-1.658700,dodge dart custom
122, 0.061941,-0.858191,-0.695771, 0.152564,-0.366378,-0.566412,saab 99le
123,-0.449833, 0.318672,-0.360033, 0.465846,-0.192791,-0.748460,toyota mark ii
124,-1.601326, 1.495535, 1.500913, 1.980041, 0.819212,-1.658700,oldsmobile omega
125,-0.449833, 0.318672, 0.042852,-0.239038, 0.155565, 0.343828,plymouth duster
126,-0.321889, 0.318672, 0.062037,-0.708961,-0.112492, 0.525875,ford maverick
127,-0.577777, 0.318672, 0.368997,-0.108504,-0.081789, 0.161780,amc hornet
128,-1.089551, 0.318672, 0.541663,-0.108504, 0.431888, 0.525875,chevrolet nova
129, 0.957547,-0.858191,-1.098656,-0.970029,-1.204793, 1.254067,datsun b210
130, 0.317829,-0.858191,-0.686178,-0.630641,-0.613179, 0.343828,ford pinto
131, 1.085491,-0.858191,-1.175396,-1.022243,-1.339412, 1.982259,toyota corolla 1200
132, 0.189885,-0.858191,-0.513513,-0.761175,-0.505720, 0.525875,chevrolet vega
133,-0.961608, 0.318672, 0.541663,-0.108504, 0.957374, 0.525875,chevrolet chevelle malibu classic
134,-0.961608, 0.318672, 0.618403, 0.152564, 0.781424, 0.889971,amc matador
135,-0.705720, 0.318672, 0.301850, 0.022030, 0.758988, 0.343828,plymouth satellite sebring
136,-0.961608, 1.495535, 1.040473, 0.935768, 1.382486,-0.566412,ford gran torino
137,-1.345439, 1.495535, 1.500913, 1.196836, 2.041409,-0.384364,buick century luxus (sw)
138,-1.217495, 1.495535, 1.193953, 1.196836, 1.755640,-0.748460,dodge coronet custom (sw)
139,-1.217495, 1.495535, 1.040473, 0.935768, 1.969376, 0.161780,ford gran torino (sw)
140,-1.217495, 1.495535, 1.059658, 1.196836, 1.519466,-0.020268,amc matador (sw)
141, 0.701660,-0.858191,-0.916398,-0.552320,-0.887140, 0.343828,audi fox
142, 0.317829,-0.858191,-1.098656,-0.970029,-1.189442,-0.020268,volkswagen dasher
143, 0.317829,-0.858191,-0.925991,-0.682854,-0.791490,-0.384364,opel manta
144, 0.957547,-0.858191,-1.127434,-1.361631,-1.560234, 0.343828,toyota corona
145, 1.085491,-0.858191,-1.060286,-1.126670,-1.142208, 1.254067,datsun 710
146, 0.573716,-0.858191,-0.993139,-0.761175,-0.998142,-0.384364,dodge colt
147, 0.061941,-0.858191,-0.993139,-0.761175,-1.018217,-0.020268,fiat 128
148, 0.317829,-0.858191,-0.743733,-0.761175,-0.855257,-0.566412,fiat 124 tc
149, 0.061941,-0.858191,-0.705363,-0.186825,-0.568306,-0.202316,honda civic
150, 0.317829,-0.858191,-0.820473,-0.291252,-0.684031,-0.020268,subaru
151, 0.957547,-0.858191,-1.098656,-0.970029,-1.145750, 0.161780,fiat x1.9
152,-0.577777, 0.318672, 0.301850,-0.239038, 0.346865, 0.161780,plymouth valiant custom
153,-0.705720, 0.318672, 0.541663, 0.022030, 0.577135, 0.161780,chevrolet nova
154,-1.089551, 0.318672, 0.541663,-0.839495, 0.545251, 1.982259,mercury monarch
155,-1.089551, 0.318672, 0.541663,-0.839495, 0.221694, 1.436115,ford maverick
156,-0.961608, 1.495535, 1.980538, 1.718973, 2.004802,-1.476652,pontiac catalina
157,-1.089551, 1.495535, 1.500913, 1.066302, 1.735565,-0.566412,chevrolet bel air
158,-0.961608, 1.495535, 1.193953, 1.196836, 1.804055,-0.384364,plymouth grand fury
159,-1.217495, 1.495535, 1.510506, 1.144623, 1.991813,-0.748460,ford ltd
160,-0.833664, 0.318672, 0.359405, 0.152564, 1.106163, 1.982259,buick century
161,-0.961608, 0.318672, 0.541663, 0.022030, 1.094354, 1.072019,chevroelt chevelle malibu
162,-1.089551, 0.318672, 0.618403, 0.152564, 0.897149, 1.254067,amc matador
163,-0.705720, 0.318672, 0.301850,-0.239038, 0.962097, 1.254067,plymouth fury
164,-0.321889, 0.318672, 0.359405, 0.152564, 0.081170,-0.202316,buick skyhawk
165,-0.449833, 1.495535, 0.656773, 0.152564, 0.296088,-0.748460,chevrolet monza 2+2
166,-1.345439, 1.495535, 1.040473, 0.648593, 0.234683,-1.294604,ford mustang ii
167, 0.701660,-0.858191,-0.925991,-0.761175,-0.943822, 0.161780,toyota corolla
168,-0.066002,-0.858191,-0.513513,-0.552320,-0.391176, 0.525875,ford pinto
169,-0.449833, 0.318672, 0.368997,-0.108504,-0.066438, 0.161780,amc gremlin
170,-0.066002,-0.858191,-0.513513,-0.682854,-0.446677, 1.072019,pontiac astro
171, 0.061941,-0.858191,-0.571068,-0.212932,-0.316782,-0.748460,toyota corona
172, 0.189885,-0.858191,-0.993139,-0.865602,-0.882417, 0.343828,volkswagen dasher
173, 0.061941,-0.858191,-0.714956,-0.186825,-0.502178, 0.525875,datsun 710
174,-0.705720, 0.318672,-0.216146,-0.186825, 0.016223,-0.384364,ford pinto
175, 0.701660,-0.858191,-0.993139,-0.891709,-1.220145,-0.566412,volkswagen rabbit
176,-0.577777, 0.318672, 0.368997,-0.369573, 0.284280, 0.525875,amc pacer
177,-0.066002,-0.858191,-0.753326,-0.239038,-0.326229,-0.202316,audi 100ls
178,-0.066002,-0.858191,-0.705363,-0.421786,-0.015661, 0.525875,peugeot 504
179,-0.193946,-0.858191,-0.695771,-0.160718,-0.029831,-0.384364,volvo 244dl
180, 0.189885,-0.858191,-0.695771, 0.283098,-0.353389,-0.748460,saab 99le
181, 1.213434,-0.858191,-0.983546,-1.335525,-1.387828, 0.707923,honda civic cvcc
182, 0.573716,-0.858191,-0.830066,-0.474000,-0.597828,-0.020268,fiat 131
183, 0.189885,-0.858191,-0.743733,-0.604534,-0.885959, 0.489466,opel 1900
184, 0.189885,-0.858191,-0.513513,-0.317359,-0.470294,-0.238726,capri ii
185, 0.317829,-0.858191,-0.916398,-0.656747,-0.844629, 0.780743,dodge colt
186, 0.445772,-0.858191,-0.887621,-0.552320,-0.907215,-0.093087,renault 12tl
187,-0.769692, 1.495535, 1.069250, 0.935768, 1.469870,-0.930508,chevrolet chevelle malibu classic
188,-0.961608, 1.495535, 1.193953, 1.196836, 1.440348,-0.930508,dodge coronet brougham
189,-1.025579, 1.495535, 1.059658, 0.413632, 1.171111,-0.602822,amc matador
190,-1.153523, 1.495535, 1.510506, 1.249050, 1.469870,-1.003327,ford gran torino
191,-0.193946, 0.318672, 0.301850,-0.108504, 0.310259,-0.056678,plymouth valiant
192,-0.193946, 0.318672, 0.541663, 0.022030, 0.451963,-0.384364,chevrolet nova
193, 0.061941, 0.318672, 0.062037,-0.604534, 0.049287, 0.744333,ford maverick
194,-0.129974, 0.318672, 0.368997,-0.369573, 0.135490, 0.744333,amc hornet
195, 0.701660,-0.858191,-1.041101,-1.361631,-1.104420, 2.419174,chevrolet chevette
196, 0.125913,-0.858191,-0.916398,-1.152777,-0.952088, 2.382764,chevrolet woody
197, 0.701660,-0.858191,-0.993139,-0.891709,-1.220145,-0.493593,vw rabbit
198, 1.213434,-0.858191,-0.983546,-1.335525,-1.387828, 0.671514,honda civic
199,-0.449833, 0.318672, 0.301850,-0.108504, 0.803861, 0.780743,dodge aspen se
200,-0.705720, 0.318672, 0.541663,-0.682854, 0.712934, 1.982259,ford granada ghia
201,-0.641749, 0.318672, 0.541663, 0.152564, 0.796776, 0.234599,pontiac ventura sj
202,-0.769692, 0.318672, 0.618403,-0.239038, 0.263024, 0.817152,amc pacer d/l
203, 0.765631,-0.858191,-0.925991,-0.865602,-1.352402,-1.221785,volkswagen rabbit
204, 1.085491,-0.858191,-1.041101,-0.891709,-1.157559, 0.525875,datsun b-210
205, 0.573716,-0.858191,-0.925991,-0.761175,-0.962716, 0.307418,toyota corolla
206, 0.381801,-0.858191,-0.513513,-0.839495,-0.478560,-0.712050,ford pinto
207,-0.449833,-0.858191,-0.609438,-0.056291, 0.212247, 0.052551,volvo 245
208,-1.345439, 1.495535, 1.193953, 1.196836, 1.145131,-0.857689,plymouth volare premier v8
209,-0.577777,-0.858191,-0.705363,-0.421786, 0.353951, 2.309945,peugeot 504
210,-0.577777, 0.318672,-0.360033, 0.100350,-0.047544,-0.020268,toyota mark ii
211,-0.897636, 0.318672,-0.244923, 0.413632, 1.003427, 0.416647,mercedes-benz 280s
212,-0.897636, 1.495535, 1.500913, 1.980041, 1.664713,-1.258194,cadillac seville
213,-1.345439, 1.495535, 1.500913, 1.066302, 1.280931,-1.294604,chevy c10
214,-1.345439, 1.495535, 1.040473, 0.674700, 1.062471,-0.202316,ford f108
215,-1.345439, 1.495535, 1.193953, 1.196836, 0.926671,-0.566412,dodge d100
216, 1.021519,-0.858191,-0.916398,-0.943922,-1.092611, 1.072019,honda accord cvcc
217, 0.829603,-0.858191,-0.791696,-0.630641,-0.962716,-0.275135,buick opel isuzu deluxe
218, 1.597265,-0.858191,-1.098656,-1.204991,-1.352402, 1.108429,renault 5 gtl
219, 0.253857,-0.858191,-0.686178,-0.212932,-0.791490,-0.020268,plymouth arrow gs
220, 1.277406,-0.858191,-1.041101,-0.891709,-1.210698, 0.453056,datsun f-10 hatchback
221,-0.769692, 1.495535, 1.069250, 1.066302, 1.074279,-1.112556,chevrolet caprice classic
222,-0.833664, 1.495535, 0.637588, 0.152564, 1.286835, 1.254067,oldsmobile cutlass supreme
223,-1.025579, 1.495535, 1.193953, 1.066302, 1.381305,-0.675641,dodge monaco brougham
224,-1.089551, 1.495535, 1.040473, 0.674700, 1.564339,-0.238726,mercury cougar brougham
225,-0.769692, 0.318672, 0.541663, 0.152564, 0.649167, 0.307418,chevrolet concours
226,-0.385861, 0.318672, 0.359405, 0.022030, 0.536985, 0.489466,buick skylark
227,-0.577777, 0.318672, 0.301850,-0.108504, 0.779063, 0.780743,plymouth volare custom
228,-0.641749, 0.318672, 0.541663,-0.160718, 0.655072, 1.254067,ford granada
229,-0.961608, 1.495535, 1.980538, 1.980041, 1.475774,-1.622290,pontiac grand prix lj
230,-1.025579, 1.495535, 1.500913, 1.718973, 1.410826,-1.513061,chevrolet monte carlo landau
231,-1.025579, 1.495535, 1.980538, 2.241109, 1.599765,-1.221785,chrysler cordoba
232,-0.961608, 1.495535, 1.510506, 1.170730, 1.611574,-0.384364,ford thunderbird
233, 0.701660,-0.858191,-0.925991,-0.682854,-1.216602,-0.384364,volkswagen rabbit custom
234, 0.125913,-0.858191,-0.407996,-0.421786,-0.271909, 0.161780,pontiac sunbird coupe
235, 0.317829,-0.858191,-0.925991,-0.761175,-0.832820, 0.962790,toyota corolla liftback
236, 0.253857,-0.858191,-0.513513,-0.395679,-0.254196, 0.088960,ford mustang ii 2+2
237, 0.893575,-0.858191,-0.916398,-1.074457,-1.085526, 0.525875,chevrolet chevette
238, 1.277406,-0.858191,-0.916398,-0.552320,-1.057185, 0.125370,dodge colt m/m
239, 0.829603,-0.858191,-0.925991,-0.970029,-1.163463, 0.307418,subaru dl
240, 0.893575,-0.858191,-0.925991,-0.682854,-0.921385,-0.530002,volkswagen dasher
241,-0.193946, 0.318672,-0.455958,-0.186825,-0.183344,-0.384364,datsun 810
242,-0.257918,-0.858191,-0.695771, 0.152564,-0.437230,-1.003327,bmw 320i
243,-0.257918,-1.446623,-1.089064, 0.152564,-0.295526,-0.748460,mazda rx-4
244, 2.505665,-0.858191,-0.993139,-1.466059,-1.163463, 2.164307,volkswagen rabbit custom diesel
245, 1.610060,-0.858191,-0.916398,-0.996136,-1.381924,-0.420774,ford fiesta
246, 1.187845,-0.858191,-1.108249,-1.361631,-1.163463, 1.399705,mazda glc deluxe
247, 2.032274,-0.858191,-1.041101,-0.891709,-1.063089, 1.108429,datsun b210 gx
248, 1.610060,-0.858191,-0.983546,-1.152777,-1.381924, 0.307418,honda civic cvcc
249,-0.462627, 1.495535, 0.637588, 0.152564, 0.466133,-0.020268,oldsmobile cutlass salon brougham
250,-0.526599, 1.495535, 1.193953, 0.935768, 0.903054,-0.857689,dodge diplomat
251,-0.424244, 1.495535, 1.040473, 0.909661, 0.708211,-1.003327,mercury monarch ghia
252,-0.552188, 0.318672, 0.359405, 0.022030, 0.666880, 1.326886,pontiac phoenix lj
253,-0.385861, 0.318672, 0.062037,-0.239038, 0.218151, 0.962790,chevrolet malibu
254,-0.424244, 0.318672, 0.062037,-0.500107,-0.006214, 0.088960,ford fairmont (auto)
255, 0.202679,-0.858191,-0.513513,-0.421786,-0.295526,-0.056678,ford fairmont (man)
256,-0.385861, 0.318672, 0.301850,-0.108504, 0.542889, 0.598695,plymouth volare
257,-0.526599, 0.318672, 0.368997,-0.369573, 0.283099, 0.598695,amc concord
258,-0.373067, 0.318672, 0.359405, 0.022030, 0.483846, 0.088960,buick century special
259,-0.347478, 0.318672, 0.062037,-0.500107, 0.117777, 0.416647,mercury zephyr
260,-0.628954, 0.318672, 0.301850, 0.152564, 0.767254, 1.144838,dodge aspen
261,-0.692926, 0.318672, 0.618403, 0.413632, 0.519272,-0.165907,amc concord d/l
262,-0.552188, 1.495535, 1.069250, 1.066302, 0.536985,-0.857689,chevrolet monte carlo landau
263,-0.744103, 0.318672, 0.359405, 1.588439, 0.560602,-0.784870,buick regal sport coupe (turbo)
264,-0.692926, 1.495535, 1.040473, 0.909661, 0.277194,-1.585880,ford futura
265,-0.769692, 1.495535, 1.193953, 0.935768, 1.310453,-0.675641,dodge magnum xe
266, 0.829603,-0.858191,-0.916398,-0.943922,-0.962716, 0.343828,chevrolet chevette
267, 0.509744,-0.858191,-0.571068,-0.239038,-0.484465,-0.493593,toyota corona
268, 0.471361,-0.858191,-0.714956,-0.186825,-0.791490,-0.311545,datsun 510
269, 0.944753,-0.858191,-0.849251,-0.761175,-0.874151,-0.384364,dodge omni
270,-0.309095,-0.858191,-0.571068,-0.239038,-0.537604,-0.275135,toyota celica gt liftback
271,-0.040413,-0.858191,-0.360033, 0.022030,-0.266004, 0.416647,plymouth sapporo
272, 0.036353,-0.858191,-0.407996,-0.500107,-0.136109, 0.744333,oldsmobile starfire sx
273, 0.049147,-0.858191,-0.714956,-0.186825,-0.667499,-0.238726,datsun 200-sx
274,-0.411450,-0.269760,-0.599846,-0.030184,-0.165631, 0.125370,audi 5000
275,-0.833664, 0.318672,-0.292886, 0.544166, 0.200438,-0.712050,volvo 264gl
276,-0.245123,-0.858191,-0.695771, 0.283098,-0.206961, 0.052551,saab 99gle
277,-0.936019, 0.318672,-0.292886, 0.753020, 0.519272, 0.088960,peugeot 604sl
278, 1.021519,-0.858191,-1.002731,-0.865602,-1.157559,-0.238726,volkswagen scirocco
279, 0.765631,-0.858191,-0.916398,-0.943922,-0.986333, 0.380237,honda accord lx
280,-0.257918, 0.318672, 0.359405, 0.283098, 0.324429,-0.056678,pontiac lemans v6
281,-0.475422, 0.318672, 0.062037,-0.500107, 0.023308, 0.962790,mercury zephyr 6
282,-0.155563,-0.858191,-0.513513,-0.421786,-0.094779, 0.635104,ford fairmont 4
283,-0.424244, 0.318672, 0.368997,-0.369573, 0.348046, 0.962790,amc concord dl 6
284,-0.373067, 0.318672, 0.301850, 0.152564, 0.460229, 0.380237,dodge aspen 6
285,-0.833664, 1.495535, 1.069250, 0.674700, 1.027045,-0.056678,chevrolet caprice classic
286,-0.756898, 1.495535, 1.040473, 0.648593, 0.891245,-0.784870,ford ltd landau
287,-0.897636, 1.495535, 1.510506, 0.883555, 1.162844,-0.857689,mercury grand marquis
288,-0.680132, 1.495535, 1.193953, 0.805234, 1.015236,-0.129497,dodge st. regis
289,-0.846458, 1.495535, 1.500913, 1.327370, 1.641096,-0.238726,buick estate wagon (sw)
290,-1.025579, 1.495535, 1.510506, 0.987982, 1.279750,-0.457183,ford country squire (sw)
291,-0.552188, 1.495535, 0.704735, 0.544166, 0.749541,-0.202316,chevrolet malibu classic (sw)
292,-0.641749, 1.495535, 1.596838, 1.196836, 1.145131,-0.930508,chrysler lebaron town @ country (sw)
293, 1.072696,-0.858191,-1.002731,-0.865602,-1.234315,-0.566412,vw rabbit custom
294, 1.354172,-0.858191,-1.031509,-1.022243,-1.175272,-0.129497,maxda glc deluxe
295, 1.558882,-0.858191,-0.916398,-0.630641,-1.246124,-0.420774,dodge colt hatchback custom
